
                     mean       std    median      5.0%     95.0%     n_eff     r_hat
     L_sigma[0]      0.03      0.00      0.03      0.03      0.03     85.61      1.01
     L_sigma[1]      0.02      0.00      0.02      0.01      0.02    222.38      1.01
     L_sigma[2]      0.02      0.00      0.02      0.02      0.02    199.84      1.00
  beta_off[9,1]      0.16      0.63      0.19     -0.90      1.14     29.22      1.02
  beta_off[9,2]      0.68      0.55      0.75     -0.34      1.47      6.91      1.30
  beta_off[9,3]     -0.43      0.78     -0.45     -1.74      0.74     30.64      1.13
  beta_off[9,4]      0.33      0.90      0.36     -1.23      1.72     11.78      1.04
  beta_off[9,5]      0.30      0.63      0.34     -0.71      1.34     15.73      1.18
  beta_off[9,6]     -0.06      1.02     -0.04     -1.95      1.40    148.16      1.00
  beta_off[9,7]     -0.54      1.18     -0.84     -2.12      1.55      4.67      1.40
  beta_off[9,8]      0.08      0.52      0.13     -0.81      0.90     63.72      1.07
  beta_off[9,9]     -0.67      0.49     -0.64     -1.55      0.05     17.39      1.11
 beta_off[9,10]      1.67      0.82      1.65      0.18      2.94     18.31      1.02
 beta_off[9,11]     -0.42      0.63     -0.49     -1.37      0.68      6.12      1.31
 beta_off[9,12]     -0.61      0.55     -0.69     -1.41      0.40      6.03      1.24
 beta_off[9,13]      0.45      0.47      0.41     -0.24      1.24     15.75      1.13
 beta_off[9,14]     -0.14      0.78      0.07     -1.48      0.97      5.06      1.34
 beta_off[9,15]      0.48      0.62      0.55     -0.52      1.47      7.60      1.26
 beta_off[9,16]      0.66      1.56      1.23     -2.14      2.53      4.16      1.36
     delta[0,0]     -2.68      0.04     -2.68     -2.75     -2.60     19.48      1.13
     delta[0,1]     -2.66      0.04     -2.66     -2.73     -2.59     18.41      1.13
     delta[0,2]     -2.63      0.04     -2.63     -2.70     -2.56     18.52      1.13
     delta[0,3]     -2.62      0.04     -2.62     -2.69     -2.55     18.09      1.15
     delta[0,4]     -2.59      0.04     -2.59     -2.66     -2.52     18.52      1.14
     delta[0,5]     -2.56      0.04     -2.56     -2.62     -2.48     18.82      1.13
     delta[0,6]     -2.52      0.04     -2.52     -2.57     -2.44     18.75      1.13
     delta[0,7]     -2.48      0.04     -2.48     -2.55     -2.41     18.56      1.14
     delta[0,8]     -2.44      0.04     -2.44     -2.51     -2.37     18.11      1.15
     delta[0,9]     -2.37      0.04     -2.36     -2.43     -2.29     18.93      1.12
    delta[0,10]     -2.30      0.04     -2.30     -2.37     -2.23     18.83      1.14
    delta[0,11]     -2.24      0.04     -2.24     -2.30     -2.16     19.62      1.14
    delta[0,12]     -2.17      0.04     -2.17     -2.23     -2.10     20.16      1.14
    delta[0,13]     -2.07      0.04     -2.07     -2.13     -1.99     20.79      1.13
    delta[0,14]     -1.96      0.04     -1.96     -2.03     -1.89     20.43      1.15
    delta[0,15]     -1.87      0.04     -1.87     -1.93     -1.79     19.84      1.14
    delta[0,16]     -1.75      0.04     -1.75     -1.81     -1.67     20.89      1.13
    delta[0,17]     -1.63      0.04     -1.63     -1.70     -1.55     20.67      1.14
    delta[0,18]     -1.50      0.04     -1.50     -1.56     -1.42     20.59      1.12
    delta[0,19]     -1.31      0.04     -1.32     -1.39     -1.24     20.45      1.13
    delta[0,20]     -1.12      0.04     -1.12     -1.19     -1.05     20.09      1.12
    delta[0,21]     -0.94      0.04     -0.94     -1.00     -0.85     19.50      1.13
    delta[0,22]     -0.80      0.04     -0.80     -0.86     -0.71     19.18      1.14
    delta[0,23]     -0.68      0.04     -0.68     -0.74     -0.60     19.47      1.14
    delta[0,24]     -0.53      0.04     -0.53     -0.61     -0.46     19.32      1.12
    delta[0,25]     -0.39      0.04     -0.39     -0.46     -0.32     19.35      1.12
    delta[0,26]     -0.27      0.04     -0.27     -0.35     -0.21     18.90      1.13
    delta[0,27]     -0.15      0.04     -0.15     -0.22     -0.08     19.41      1.13
    delta[0,28]      0.04      0.04      0.04     -0.02      0.12     18.96      1.12
    delta[0,29]      0.26      0.04      0.26      0.19      0.33     18.64      1.13
    delta[0,30]      0.47      0.04      0.47      0.40      0.54     19.08      1.12
    delta[0,31]      0.63      0.04      0.63      0.55      0.70     19.08      1.12
    delta[0,32]      0.75      0.04      0.75      0.68      0.83     19.07      1.12
    delta[0,33]      0.81      0.04      0.81      0.75      0.89     18.25      1.13
    delta[0,34]      0.98      0.04      0.98      0.91      1.05     18.67      1.13
    delta[0,35]      1.14      0.04      1.14      1.08      1.22     18.68      1.14
    delta[0,36]      1.29      0.04      1.29      1.23      1.37     18.65      1.13
    delta[0,37]      1.47      0.04      1.47      1.40      1.56     18.84      1.12
    delta[0,38]      1.62      0.05      1.62      1.55      1.71     19.43      1.12
    delta[0,39]      1.80      0.05      1.80      1.73      1.90     21.52      1.11
    delta[0,40]      2.12      0.05      2.12      2.05      2.23     23.56      1.08
    delta[0,41]      2.31      0.06      2.31      2.22      2.42     24.76      1.07
    delta[0,42]      2.51      0.06      2.51      2.41      2.60     25.25      1.06
    delta[0,43]      2.61      0.06      2.61      2.51      2.70     27.43      1.03
     delta[1,0]     -2.54      0.06     -2.54     -2.63     -2.43      4.44      1.00
     delta[1,1]     -2.46      0.06     -2.47     -2.56     -2.36      4.52      1.00
